NU_INSCRICAO;TP_SEXO;NU_IDADE;CO_MUNICIPIO_RESIDENCIA;NO_MUNICIPIO_RESIDENCIA;SG_UF_RESIDENCIA;TP_ESCOLA;TP_ENSINO;IN_TREINEIRO;CO_ESCOLA;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;NU_NOTA_REDACAO
10002407;M;17;6456393;Município 67;AP;1;2;0;ESC00145;306.24204916405927;569.3738340208313;590.6327335421687;421.17139016713327;449.5324060005365
10002408;M;20;5351086;Município 88;GO;1;2;1;ESC00025;544.6375636150913;336.4954998758566;587.2002680278118;540.9148707885083;594.6580300198572
10002409;M;22;2447001;Município 9;DF;1;2;0;ESC00158;586.6413228522933;536.5935743754105;388.60583853785295;384.46138083821586;722.0047592458126
10002410;F;15;6316351;Município 53;MA;1;1;0;ESC00089;591.8905437311297;549.6035148729803;397.3238149648276;408.02996878836586;524.489796935624
10002411;M;17;1037369;Município 57;TO;2;1;0;ESC00034;673.059879678055;644.2888174407179;591.5012753367322;528.146030344433;654.625610616588
10002412;M;15;6226817;Município 61;AC;1;1;0;ESC00005;358.61322987962694;544.5425981039266;558.4445884742893;364.66257791825524;669.259179896626
10002413;M;19;7718838;Município 95;AC;1;2;0;ESC00014;529.8677862670412;365.60827424413947;406.031833849595;583.6461770577442;457.4177497729147
10002414;M;18;7296975;Município 7;GO;1;2;0;ESC00076;292.9178840078975;530.8564963185372;375.3919710932024;480.9311966324505;672.917773981758
10002415;F;22;8662457;Município 29;RR;2;2;0;ESC00065;604.3997133093329;569.4460202709216;551.1461942104593;392.3269744117265;842.8989168347659
10002416;F;15;8662457;Município 29;RO;2;1;0;ESC00184;573.7714593238667;474.3014980488303;450.78737610940414;585.8888241167049;626.431479083383
10002417;F;15;3010761;Município 47;AP;1;1;0;ESC00035;353.3248271479985;406.3128936985626;534.7454777816962;353.3566121791599;772.6093947207943
10002418;F;21;9708150;Município 28;CE;1;2;0;ESC00019;616.2856080436422;546.6285003613236;488.9534956339022;522.2046144695139;451.060289135025
10002419;M;15;7589212;Município 99;GO;1;1;0;ESC00136;438.64690174317053;629.8128277698772;587.8609875489224;359.9782284200276;603.9897837413063
10002420;M;18;5843764;Município 91;PI;2;1;1;ESC00092;628.3728497071081;689.1173042468656;557.0393451980063;700.1350508563863;804.2258045011589
10002421;M;21;7797984;Município 55;MS;2;2;0;ESC00023;477.9839740512731;595.5975014870476;536.1169775544663;578.4821082483057;521.5275194867581
10002422;M;15;5975503;Município 56;RN;1;2;0;ESC00159;533.7112080726465;441.6575122702397;512.2481117788208;435.86647879379467;692.0471608847779
10002423;F;15;5521643;Município 74;ES;1;2;0;ESC00002;400.3088570274814;511.1254124285076;500.86693456622623;202.84830235805646;693.2673440238602
10002424;M;16;1014253;Município 31;RJ;1;1;0;ESC00160;535.77979798489;469.4040843895381;335.7500488082426;412.16099871345966;885.5186234173887
10002425;M;18;3394191;Município 64;AL;1;2;0;ESC00061;578.8449321504686;467.4672176892333;332.35136637228607;668.7522113666457;665.4519296541009
10002426;M;16;3394191;Município 64;RO;2;1;0;ESC00075;488.98632969322;603.0870924094926;538.6715955565503;574.5626853577277;541.5821264842464
10002427;M;21;9850005;Município 81;SE;1;2;0;ESC00099;373.7103187502632;456.84976122590024;451.13272718363385;423.4297167153545;624.3246758226609
10002428;M;19;9232150;Município 11;GO;1;1;0;ESC00057;353.76631954372044;599.0411287468229;507.04162023620796;400.2882206173995;582.6215458677826
10002429;F;15;9232150;Município 11;MG;1;1;0;ESC00156;600.0051419276022;523.6392493180516;411.5048708338925;242.67492393108543;586.7783530258513
10002430;F;19;6316351;Município 53;PB;1;2;0;ESC00115;293.1459462199274;604.7077410489994;461.67441510774347;396.07722451298287;593.2049367506643
10002431;F;19;7267367;Município 98;ES;1;1;0;ESC00113;433.45478274647564;607.0517225139575;450.4563803646861;292.58711061967375;517.1935272854546
10002432;M;19;4508584;Município 15;RJ;1;1;0;ESC00095;518.9150074545382;400.92229817334743;467.45730391191086;389.4810646024687;633.8901930369811
10002433;F;17;4307675;Município 69;PE;1;1;0;ESC00112;444.87765758600955;401.5902228984958;509.5597666696888;604.2739784757357;813.3109267486113
10002434;M;18;6456393;Município 67;GO;1;1;0;ESC00180;332.83723625838377;467.4080952464892;549.1780371840895;571.090094498381;576.8220836868107
10002435;M;21;6226817;Município 61;MG;2;2;0;ESC00178;429.680744980672;765.6174638418917;635.5052516087335;374.1000008018733;979.3446698179084
10002436;F;20;7171329;Município 75;DF;2;2;0;ESC00116;495.61785413688085;608.8573605263834;569.3591285149994;640.9238116778922;616.447358566762
10002437;F;15;1629015;Município 41;ES;1;1;0;ESC00183;394.0875814644751;639.1661341715924;478.3771696144078;457.4292375305665;575.690871218545
10002438;M;16;1014253;Município 31;TO;1;2;1;ESC00045;612.6528732255738;522.4623506699488;581.6615990042405;503.30540498031763;545.6471631513317
10002439;F;15;8662457;Município 29;RN;1;2;0;ESC00075;375.75901512354466;488.2051211793991;439.2323267777301;352.42134393634274;777.0586181150697
10002440;M;17;5440239;Município 58;MS;1;2;0;ESC00135;421.44390136357197;363.83843767880234;486.71735417898356;505.8745020013498;579.4206118957987
10002441;F;18;6316489;Município 77;RS;2;2;0;ESC00145;313.19495483210426;564.0670481266794;653.8157929354026;490.6429381907894;686.5592812471492
10002442;M;16;2052937;Município 50;BA;1;2;0;ESC00077;430.57881727976013;611.7934741287759;375.0951286168046;409.76540232633704;436.43378196850824
10002443;F;15;6307081;Município 48;SE;1;2;0;ESC00057;431.99822553993135;462.6400646024129;433.30859700346747;421.9900289956557;593.675596373899
10002444;F;15;7093107;Município 86;PB;1;1;0;ESC00038;377.3949406282081;556.7985148915307;438.09366116012586;491.27051827883486;364.1369082305456
10002445;F;16;9677565;Município 37;SE;1;2;0;ESC00166;424.37701726647646;521.5545934067572;297.1780668803652;323.8606495019571;498.70566165696334
10002446;F;21;5126851;Município 20;AM;1;2;0;ESC00104;485.5182601787199;573.691606627422;422.72226543748184;683.3043676746029;610.3095524555771
10002447;F;15;6276549;Município 66;RN;1;1;0;ESC00001;219.4043398743652;296.8255199451566;681.236870709639;450.60595959706563;469.62250993989494
10002448;M;15;1114557;Município 71;RR;1;1;0;ESC00065;443.0623453962493;592.3965145691104;371.17329453553174;93.77399435606537;537.3972753473895
10002449;F;19;3221202;Município 84;BA;1;2;1;ESC00089;277.96785490533125;499.244383569764;585.2111609025333;270.0846677177112;517.250832494644
10002450;F;20;1738700;Município 87;SP;2;2;0;ESC00101;532.9380060241738;445.60865270241277;427.7863582519089;537.5750686778489;560.6649531843964
10002451;F;17;6316351;Município 53;MS;1;1;0;ESC00028;375.3789869403035;527.7866759388402;387.5071542690091;372.53607854754614;729.8513749750642
10002452;F;15;5761021;Município 78;AC;1;1;1;ESC00035;418.37931098544;529.4711115808722;469.9439914702019;301.57803540279986;340.45790594811973
10002453;F;16;9677565;Município 37;MT;2;2;0;ESC00049;527.9348546556;483.96047443366535;381.9403965517266;384.53299832736207;450.3385767440464
10002454;F;15;9865606;Município 89;AP;1;2;0;ESC00156;544.2378070381692;360.9084566283086;528.1915943009272;507.075324962901;887.3505433196165
10002455;F;18;3526829;Município 68;RO;1;2;0;ESC00039;436.3230101656133;387.48563036494727;474.45891676623324;415.29660111907384;647.5657244425425
10002456;M;15;4508584;Município 15;RS;1;1;0;ESC00123;569.1612239071655;550.8853286515472;397.379872213715;557.1134351471827;573.9198140294345
10002457;M;21;1229480;Município 17;AC;1;2;0;ESC00138;414.7481833257711;545.6292553356675;499.0118027557895;355.304245549702;585.88600892371
10002458;M;17;7614014;Município 35;MA;1;1;0;ESC00015;372.4880926735618;537.9917777155675;445.24039709169114;569.8245546317272;400.3276977705741
10002459;F;15;5233363;Município 14;SC;1;1;0;ESC00196;515.7944340762696;372.4152065964259;451.98539745871926;298.5931419084749;493.9858661681184
10002460;M;22;1576485;Município 60;MA;2;2;0;ESC00050;596.2241128811212;580.9436475976162;677.4547031273673;377.04286186220935;792.120902159383
10002461;F;20;6226817;Município 61;MS;1;1;0;ESC00182;372.0958950478501;475.5901024562763;497.4057462247425;556.4723344446362;499.27301258731336
10002462;M;21;7130741;Município 13;PE;1;2;0;ESC00013;483.7473672642891;468.6033008861733;609.3181495551571;418.95418175833356;534.5567445440342
10002463;M;24;1014253;Município 31;SE;1;1;0;ESC00009;568.0520462848382;499.02368182652833;620.4639346216481;284.8880678478752;582.7358074736705
10002464;F;24;7093107;Município 86;AC;1;2;0;ESC00057;372.9219395811742;396.3420191773684;500.07055714915276;402.8487144268054;837.8890273409036
10002465;M;15;3394191;Município 64;AC;1;2;0;ESC00022;511.87846418458145;467.73742136031285;555.4388166114389;475.7611317910744;421.2049421452167
10002466;F;15;1661309;Município 42;RJ;1;1;0;ESC00136;475.84780522847177;498.71587276491607;389.16849608881887;601.0785027024991;669.357782149889
10002467;F;15;7718838;Município 95;CE;2;2;0;ESC00147;547.1986705545198;493.85775895958443;535.1570051253005;731.7565711686893;804.7076218948913
10002468;F;21;6307081;Município 48;DF;2;2;0;ESC00002;434.8598759296036;746.1187842566883;697.9299733681106;581.1307558761905;642.4635881226388
10002469;F;26;7296975;Município 7;AM;1;1;0;ESC00002;356.17412129888544;409.99786906041743;572.7523334969745;312.66909163475685;568.3608609170992
10002470;M;15;5521643;Município 74;RR;1;2;0;ESC00178;507.4188579447752;445.1942378672853;416.1802138974232;509.5231764980012;655.7386514062981
10002471;F;16;1873992;Município 3;RR;1;2;0;ESC00021;415.9265018959589;459.1765616355173;431.328876372051;285.4992071979069;562.4001582090123
10002472;M;19;7267367;Município 98;PE;1;1;0;ESC00095;413.4925299378683;506.34781992882415;411.35707217984026;607.7893793784791;816.5283234261132
10002473;M;15;9089832;Município 39;MS;2;1;1;ESC00137;585.1326850879736;478.9861522568167;601.3954924779858;615.0707701260067;880.7510226414752
10002474;M;15;5616719;Município 24;PI;1;2;0;ESC00170;357.8447555181998;410.9817582924046;624.907235423146;501.08038248793457;617.4980437497009
10002475;M;20;1248881;Município 40;SP;1;1;0;ESC00155;413.64530956300473;498.7501499057735;374.8253985784705;444.93750298731726;791.5232762594043
10002476;F;19;1037369;Município 57;MT;2;1;0;ESC00187;635.6425418179062;580.8160739426653;539.551523723081;592.4844893784218;908.4531628445015
10002477;M;16;5196914;Município 33;PI;2;1;0;ESC00029;631.5895331530322;516.3131707707012;569.2068568552294;758.4581098808675;848.8716288502035
10002478;M;18;8383731;Município 27;BA;2;2;0;ESC00096;474.47961686408365;613.7861827425718;584.0120318479472;633.5518104609276;748.139464095797
10002479;F;16;3441000;Município 100;MG;2;2;0;ESC00033;473.8279647575102;634.1037853340755;505.6378135784603;408.9777038511478;424.4913157651146
10002480;M;15;4601281;Município 32;AL;1;2;0;ESC00085;453.9074370582836;401.5775707694719;494.8862995848786;170.79509719190963;640.6896437257928
10002481;M;15;2052937;Município 50;AL;1;2;0;ESC00199;478.52794754890783;535.7491575784737;388.72191857901805;366.1680746229409;647.2888668477484
10002482;M;19;7067436;Município 80;DF;2;2;0;ESC00186;486.5736400351502;489.9298567666731;513.6297929741664;544.2082592362174;735.0441633670196
10002483;F;17;3538802;Município 19;PE;2;1;0;ESC00153;408.07108069075923;508.8936411095276;675.1224355071566;537.3952897166985;735.1559851531505
10002484;M;16;1738700;Município 87;CE;2;1;0;ESC00086;598.845121493538;445.66164955534396;674.5807361251656;665.0218762030163;803.1133987839231
10002485;F;17;4948579;Município 12;RO;1;2;0;ESC00101;571.3455716229532;480.4607077892232;262.18785447881135;440.9258656252157;448.19799966710485
10002486;M;19;1590707;Município 38;AC;1;2;0;ESC00097;472.2242275014472;381.62538520447833;442.85875755470084;626.9629361732564;631.9214905366412
10002487;F;17;3303992;Município 2;PR;1;2;0;ESC00117;412.69342844103676;575.6846582570122;703.2736483360341;466.93655630710487;517.760995700862
10002488;M;16;4948579;Município 12;MS;1;2;0;ESC00065;530.493846407576;439.95951154386563;475.7512613557522;457.5985587651735;305.51913597902495
10002489;M;16;3186484;Município 21;SP;1;1;0;ESC00072;336.32849936500963;506.92688091644067;485.80187016439606;146.41094283398843;791.4732538076198
10002490;M;15;4508584;Município 15;PE;1;1;0;ESC00155;528.2244897476917;381.9076668162171;538.1417152165311;310.1522889278301;509.0395644360756
10002491;F;16;4307675;Município 69;AL;1;2;0;ESC00080;458.71016887596295;434.400346077564;464.6020987875229;767.2704949355092;764.2252139443211
10002492;M;18;8639787;Município 22;CE;1;1;0;ESC00058;373.4209031537056;382.14328561911657;542.3130710436681;693.828043133659;878.6800375346261
10002493;F;19;3050986;Município 65;ES;1;2;0;ESC00103;270.6973535139987;430.3844415169503;522.0791406817865;509.1545608710259;450.6082932914222
10002494;M;19;5233363;Município 14;MA;1;2;0;ESC00008;619.3975217647726;385.5301696995162;627.8669965958178;768.9896199323991;729.3745725996082
10002495;F;16;6226817;Município 61;RS;1;1;0;ESC00161;420.35474957466;389.717203026881;394.92193133902305;455.8308912055937;778.6059116729654
10002496;F;15;3394191;Município 64;MS;1;1;0;ESC00164;504.61483669868284;431.439849620588;468.5700507441666;403.43564725152606;480.75884647882356
10002497;F;15;3186484;Município 21;RR;1;2;0;ESC00124;554.3250540384269;491.6906060229848;396.0690626103359;478.47018819331134;523.2841453136228
10002498;M;16;2726502;Município 23;AL;2;2;0;ESC00055;656.8782281027571;795.2075836682752;635.396387471099;780.5071889179344;445.4803665937412
10002499;M;18;4691137;Município 93;AM;1;2;0;ESC00082;255.7012309458585;591.7763058860005;400.236721161082;408.90048852145975;640.1886136596672
10002500;F;15;3538802;Município 19;CE;1;1;0;ESC00111;463.3315673736809;660.6221504669384;438.77825036644634;405.3430300985824;451.238775382481
10002501;F;17;9765637;Município 25;MS;1;2;0;ESC00158;390.5253998309425;572.0489880577079;439.06883038771866;211.42186031950098;940.1159783399266
10002502;M;16;2157217;Município 30;RO;2;1;0;ESC00049;631.4740633578795;680.4270055431342;529.0949944200072;454.1150729585837;682.5619520112019
10002503;M;20;2157217;Município 30;TO;1;2;0;ESC00125;637.8639705480272;571.880878789777;603.4032094863381;388.40230352799466;480.7654900359894
10002504;M;15;1400651;Município 59;TO;2;1;0;ESC00023;484.88910263681925;435.94268215446175;492.5336303658258;516.9790340902309;621.466137016882
10002505;F;15;3526829;Município 68;SE;2;1;0;ESC00146;323.10940217329374;599.768290612093;541.0076830267212;670.7447075609762;762.7363410700075
10002506;M;18;3010761;Município 47;BA;2;2;0;ESC00176;500.07635817080535;542.4144006252793;546.582598479351;497.6404037620184;718.8042472357128
10002507;F;19;7718838;Município 95;PA;1;2;0;ESC00106;552.4281115621336;666.5851407284206;550.8830389984868;475.0086118781215;692.235852427403
10002508;M;22;7909664;Município 92;MT;2;2;0;ESC00122;449.86445443936014;526.6567335262969;489.0643154811272;719.8195250663819;601.8164378689227
10002509;F;16;3929404;Município 51;TO;1;2;1;ESC00032;380.52182561854363;462.10075284329633;561.5974518945238;326.2169460102242;670.9977507003864
10002510;M;17;4793577;Município 70;BA;1;1;0;ESC00009;468.16888845989627;377.99095136833466;512.6284699563262;217.12759557353263;579.1102017131996
10002511;F;19;7171329;Município 75;MA;2;2;0;ESC00006;644.120405057136;431.6788604642866;643.4611685442668;549.3837998440861;586.0419292297795
10002512;F;21;7296975;Município 7;PI;2;1;0;ESC00069;614.5464136507925;767.1846772295105;537.921844462836;519.7542226472923;915.2280085796976
10002513;F;16;3929404;Município 51;PE;1;2;0;ESC00182;478.7149107092785;516.2733685026633;402.55845364938807;333.81560323212153;765.6703526744659
10002514;F;20;1215963;Município 72;RR;1;2;0;ESC00147;506.8022415714263;461.0926826804696;485.14215274769316;590.4055136871798;762.5592055017754
10002515;F;18;1014253;Município 31;PB;1;2;0;ESC00128;508.92279043428925;513.1487032966677;585.7058576768302;588.2135187129636;588.5283547013181
10002516;M;21;1248881;Município 40;RJ;1;1;0;ESC00068;497.7730335224525;431.0588619770451;427.7282676528364;481.0714062030268;617.981962412326
10002517;F;15;3441000;Município 100;PI;1;1;0;ESC00011;432.51615043363796;469.59178574230043;662.9937045954953;579.9134450906457;651.464488776108
10002518;M;22;4793577;Município 70;DF;1;1;0;ESC00084;512.4646422797398;514.0022957048988;357.69889773642564;439.22087962519385;768.5954729215924
10002519;F;20;7171329;Município 75;DF;1;1;0;ESC00183;391.4906604222209;406.60460676551435;522.682108877384;382.68179779727427;775.0819087413008
10002520;M;23;6307081;Município 48;MA;1;1;0;ESC00070;485.4874147495308;452.7193419049183;392.22529130852007;457.961401966137;625.8574088616888
10002521;F;16;7130741;Município 13;MS;1;2;0;ESC00122;818.4038558718128;427.74929877110856;448.63868593489235;496.42119719280424;685.2460946610352
10002522;F;18;7937654;Município 73;PA;1;1;0;ESC00150;578.5927085451516;364.03564095452714;472.05906211213164;589.7650086013907;782.641640263877
10002523;F;18;9865606;Município 89;AC;1;1;0;ESC00012;306.28206890964805;476.7796712835474;514.0095073290374;446.8844502554714;767.8077806092555
10002524;F;17;9470497;Município 46;AL;1;2;0;ESC00159;269.01703219290414;523.9650543052618;579.2429157546512;452.67071986552446;579.5956779020817
10002525;M;18;5371437;Município 54;AL;1;1;0;ESC00142;450.4843276558353;505.4864396129199;566.5291572342196;356.3539249590394;474.3831940306419
10002526;M;15;6528453;Município 18;MA;2;1;0;ESC00070;708.7405855663663;591.8651512990152;742.0273949033719;327.7511348054204;613.9965026006784
10002527;F;19;2447001;Município 9;RR;1;2;0;ESC00049;328.02181302922105;628.3004604786707;415.49555128775415;552.6877647552142;496.4890481278658
10002528;F;21;3441000;Município 100;RS;1;2;0;ESC00149;332.9337996746609;429.77769681727926;450.6741501810608;460.7714393997881;518.5404853383174
10002529;M;18;6307081;Município 48;RO;1;2;1;ESC00023;518.161619650707;395.7640965494413;452.80356750341764;559.8890147450772;691.078101428933
10002530;M;15;5233363;Município 14;AP;2;2;0;ESC00015;443.4831484544901;512.6167820802003;599.1602908838126;464.6199200583841;477.7207474810647
10002531;F;20;2533197;Município 94;ES;1;1;0;ESC00003;352.57261985232805;435.3933568400429;548.4131364958945;443.56891640915995;501.72737703788664
10002532;M;21;6276549;Município 66;ES;1;1;0;ESC00160;555.3241416321476;437.59123430454656;529.3336497362488;352.834189310915;680.1961151963128
10002533;M;22;3397644;Município 10;SP;1;1;0;ESC00012;379.5381161013228;662.3242744653272;460.7143667484799;404.7975594853301;802.5052086548139
10002534;M;20;3397644;Município 10;ES;1;1;0;ESC00088;553.9961544858714;540.4335615129709;472.5601667798015;266.24779791951687;557.6036721854273
10002535;F;21;8639787;Município 22;ES;1;2;0;ESC00142;296.80003867446334;462.2193057271919;338.85826873619163;549.9232204339457;735.3373557816956
10002536;M;17;3397644;Município 10;AC;1;2;0;ESC00120;452.1374217376438;508.40329564054446;406.3234011491745;564.0109590737468;853.4593484363102
10002537;F;15;7296975;Município 7;MT;1;2;0;ESC00089;400.5874195052467;438.96916902820374;361.146631872153;409.4944025365147;652.0034677600111
10002538;M;15;3050986;Município 65;TO;1;1;0;ESC00055;469.8216508519895;433.2049472530668;565.7748429913813;111.64654493717188;742.6945043077965
10002539;F;15;1661309;Município 42;AC;2;1;0;ESC00171;482.6225636237809;646.2572546727511;396.5737233876778;504.1778209850269;661.379049286259
10002540;M;15;4948579;Município 12;GO;1;2;0;ESC00111;410.045772501926;318.95393844787986;462.4030695783767;404.54759639680833;591.5452295132596
10002541;M;18;3397644;Município 10;RN;1;1;0;ESC00105;345.5647061736707;281.9174553609493;681.7363017658413;288.74720225957765;446.8378735873706
10002542;M;24;5233363;Município 14;PR;1;2;0;ESC00127;557.0340598954423;363.1623294282809;447.55250878865013;552.4205889882154;838.66396835143
10002543;F;19;1014253;Município 31;RS;1;1;0;ESC00166;313.8336853141227;481.305922014289;488.8410744106961;540.552092161356;688.9043478874627
10002544;F;15;7937654;Município 73;AM;1;1;0;ESC00087;492.1567818780707;464.3480731630918;518.055014539729;544.3571967200315;720.657048946227
10002545;F;15;1696929;Município 34;PR;1;1;0;ESC00175;492.23760059810843;458.4417548330026;474.2651010580939;602.6259427421934;548.9307271440434
10002546;F;15;1306841;Município 49;AP;1;1;0;ESC00137;467.43004574478954;476.8245774764906;413.20233150397297;479.76543427958643;660.1199342056512
10002547;M;22;2157217;Município 30;RS;1;2;0;ESC00134;473.94561757349356;344.838787201772;454.67057600170705;427.6317099211189;514.0917392437947
10002548;F;18;5196914;Município 33;DF;1;1;0;ESC00186;418.7047398326025;468.38866103752855;549.9371109105489;415.2826332981649;588.3602818444095
10002549;M;15;8522842;Município 44;PE;2;2;0;ESC00100;454.1189526976342;457.17091222231153;627.5061784254465;256.98710917205756;442.53632565375
10002550;M;19;1598265;Município 43;ES;1;1;0;ESC00045;342.03133205448364;574.5966431184472;535.961125639968;595.0193261400879;615.7743844395953
10002551;M;17;9232150;Município 11;PE;1;1;0;ESC00053;448.9379752569061;474.03624717684136;574.2031131168407;478.1115787949416;698.1624201021825
10002552;F;15;2726502;Município 23;BA;1;2;0;ESC00070;284.7107139753727;500.590942789722;429.6196191005587;466.4571158985831;656.4497500800384
10002553;F;19;8639787;Município 22;SC;1;2;0;ESC00066;377.3038398727448;483.84122546472105;399.04729275633423;483.02711279927803;544.5682809789839
10002554;F;20;9089832;Município 39;MA;2;2;0;ESC00161;477.85169708199044;587.6536933511431;454.4899106643954;631.6429102280857;839.3568943873217
10002555;M;16;9865606;Município 89;MS;1;1;0;ESC00094;446.26439585058444;328.4245535866452;509.89163166100235;461.46169056367097;911.6672262812899
10002556;M;15;7171329;Município 75;BA;1;2;0;ESC00037;415.1531988682116;411.30194731413746;492.021868916374;347.04478235884704;544.9276298330755
10002557;F;17;1696929;Município 34;CE;1;1;1;ESC00152;359.73340598701003;448.9736236275655;505.81351709586204;510.78187148225106;266.8823882963918
10002558;M;21;3221202;Município 84;MT;1;2;0;ESC00136;385.26767579206097;502.2490399995883;332.76581171216935;371.2086641151843;729.1383319327184
10002559;F;15;4601281;Município 32;TO;1;2;0;ESC00065;314.9380718564191;464.6242690871288;499.44073111800236;709.5295985730028;393.331467088453
10002560;M;15;5126851;Município 20;SE;1;1;0;ESC00194;532.3079007096024;342.5164953210533;448.42511734769107;618.2076790524351;759.7748369746384
10002561;F;16;1873992;Município 3;AM;2;2;0;ESC00022;528.4250010585026;510.48719602889526;577.6942282898679;605.7602483596726;825.2399762992856
10002562;M;16;1873992;Município 3;PB;1;2;0;ESC00104;450.37344890758186;374.1074008830506;630.7649326196549;518.3548605471519;463.63865142114486
10002563;M;15;5975503;Município 56;AM;2;1;0;ESC00128;600.9360883265593;575.2176911791321;524.8192132956827;528.399328183859;412.6248169511828
10002564;M;22;3050986;Município 65;MT;1;2;0;ESC00047;444.5709216862343;454.4436257408937;497.8911758122279;445.14289992314053;337.6165307709608
10002565;M;20;1738700;Município 87;AL;1;2;0;ESC00021;558.8573775404848;424.6581624404454;443.6489679866357;563.2270305909221;358.00221659345306
10002566;F;15;3526829;Município 68;AC;2;1;0;ESC00053;494.214719315541;589.5757787773529;647.5673951913939;454.4252284773006;773.518743762953
10002567;M;21;7267367;Município 98;MG;1;1;0;ESC00148;578.2440623679452;290.55616655694394;419.33825969363403;521.1102965636009;575.146542860913
10002568;M;24;7296975;Município 7;PB;1;1;0;ESC00035;447.2109586856623;533.0914248772838;541.2522949788441;373.78173127785516;678.7281245124595
10002569;F;20;2052937;Município 50;BA;1;1;0;ESC00102;712.0393695018804;527.285481645641;422.2803506761106;359.5373834448635;443.086999327171
10002570;F;19;6276549;Município 66;CE;1;1;0;ESC00105;404.864521303163;590.5579207681758;521.8463523955713;394.26307060993724;683.5810800909078
10002571;M;22;6456393;Município 67;RJ;1;2;0;ESC00026;316.31739385798033;374.80261829373876;426.74045895370557;377.9050386286707;448.60248328568076
10002572;F;21;5616719;Município 24;RR;1;1;0;ESC00053;319.55015339668546;625.8627729416685;440.9100641227777;548.9439926351623;685.1595195527966
10002573;F;22;3644347;Município 16;AC;1;2;0;ESC00083;454.2341953317283;505.5492155786698;494.8080658479891;430.135597313892;446.4862616621039
10002574;F;15;3526829;Município 68;AC;2;1;0;ESC00014;662.5391617846304;557.4841093415733;685.0305132712125;739.9824026130927;677.2401293516017
10002575;F;20;4601281;Município 32;AL;1;2;0;ESC00137;619.9437095491447;402.06134530273926;463.72780800846476;729.432812893234;513.9366576785515
10002576;F;19;1576485;Município 60;PB;2;1;0;ESC00073;465.2470823215382;533.863356518415;621.6812967626372;584.5073527619754;836.6736305379432
10002577;F;15;4245421;Município 5;SP;1;1;0;ESC00074;525.3429604504656;721.5718259581643;579.8731919102997;274.2834634797038;542.4035473425249
10002578;F;17;3538802;Município 19;RO;2;1;0;ESC00121;534.6855229498393;502.21389670053566;680.7719970268245;676.6345075654099;679.6976432679243
10002579;M;20;6922887;Município 36;RO;1;2;0;ESC00038;526.1806731929664;418.1571119431798;416.0600093876535;633.9507618532028;647.8945839457049
10002580;F;20;1037369;Município 57;ES;1;1;0;ESC00076;606.447441917998;462.5000716144949;518.7092007922457;459.9268127668518;596.88652191001
10002581;M;16;3441000;Município 100;RS;1;1;0;ESC00096;434.7154849415664;500.89078305146444;463.916484486676;247.72551093876325;497.0431912791834
10002582;F;16;6226817;Município 61;BA;1;1;0;ESC00084;343.5448903976316;363.88613231639516;521.5255867093306;286.21571326194834;403.1119220818164
10002583;M;19;5761021;Município 78;SE;2;2;0;ESC00141;482.44703620820053;455.6286137526496;589.3541386823509;649.2308643003853;384.2409645838985
10002584;F;15;8383731;Município 27;AP;1;2;1;ESC00079;370.4708612720699;528.5445389515094;511.0960349380701;577.190588898839;534.1762617426522
10002585;M;16;2640678;Município 97;TO;2;2;0;ESC00020;679.9673304388925;493.7411903251445;491.65048255238986;439.8674623901097;538.8881664079004
10002586;M;16;9089832;Município 39;AC;1;2;0;ESC00077;409.7270562679688;413.0330019662776;409.6076963391408;486.5315880095214;620.1524910014075
10002587;F;18;7902533;Município 63;RR;1;2;0;ESC00177;579.8583876218771;492.83587375127365;483.9347278389088;376.4642562608946;473.28106788352534
10002588;F;18;1738700;Município 87;SC;1;1;0;ESC00183;549.7413397332269;483.3816672160194;348.0128670109102;658.2656795487693;573.4795960829808
10002589;F;15;9089832;Município 39;DF;2;2;0;ESC00198;522.3908336393986;521.7467722139671;650.1409099540033;579.576278214825;689.5677610762716
10002590;F;15;7909664;Município 92;RR;1;1;0;ESC00102;502.49984041831425;573.3182233426793;358.5244358207141;595.5022525543118;573.8840231804019
10002591;M;20;1306841;Município 49;RR;2;1;1;ESC00162;540.1807491790134;519.2089192163646;649.297498122974;382.2748488644772;852.4389331931125
10002592;M;24;3441000;Município 100;CE;2;1;0;ESC00046;577.4383895959808;635.0024110089635;586.3586842508637;504.7161926608129;772.5915961225688
10002593;M;15;1248881;Município 40;GO;1;1;0;ESC00032;586.1534443108219;417.3663318181366;520.2464481051204;579.6069562636387;418.0093802442569
10002594;F;18;1598265;Município 43;SC;1;2;0;ESC00090;469.43656638472385;614.2507523384882;408.49215617715737;317.37306711305524;446.0648222063455
10002595;F;18;1014253;Município 31;SP;1;2;0;ESC00062;473.0135323451286;492.252985956991;553.4921674344371;330.6436622366073;589.8637750201299
10002596;F;15;4948579;Município 12;RO;1;2;0;ESC00115;462.25380393257797;322.55756841480184;478.0912526480391;457.20104012829285;575.9320496644017
10002597;M;16;9850005;Município 81;SP;1;1;0;ESC00160;392.8433002379394;450.21543443528526;541.0201866836917;535.8210447206047;781.0051551580752
10002598;M;18;7589212;Município 99;AP;2;2;0;ESC00167;519.1353841751173;605.6939647898823;619.9630830886335;469.9970070965611;889.9469227548839
10002599;M;19;4793577;Município 70;AM;2;1;0;ESC00064;490.6443184772673;617.4272241669224;552.9098740334954;518.2914423307178;740.2986280894045
